classification,report_date,termination_date,termination_speed,status,recall_reason,recall_category,manufacturer_name,product_type,route,notification_type
Class III,2019-02-27,2020-10-06,601,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class II,2019-03-27,2020-09-09,553,Terminated,CGMP DEVIATION,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2019-08-28,2021-03-10,593,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2023-03-22,,,Completed,CGMP DEVIATIONS,CGMP/GMP Issues,Breckenridge Pharmaceutical, PRESCRIPTION DRUG,ORAL,Letter
Class II,2013-06-26,2015-05-07,699,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2017-01-11,2018-02-16,428,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,E-Mail
Class II,2019-05-08,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,Torrent Pharmaceuticals Limited, PRESCRIPTION DRUG,ORAL,Press Release
Class II,2020-01-08,2022-08-03,1006,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2022-03-02,2023-09-29,703,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Wal-Mart Stores , OTC DRUG,ORAL,Letter
Class III,2013-04-03,2013-03-28,280,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Telephone
Class II,2013-08-28,2014-04-15,349,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Telephone
Class II,2021-01-20,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2022-06-01,2022-12-02,205,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,DirectRx, PRESCRIPTION DRUG,ORAL,Letter
Class II,2013-03-20,2013-03-25,62,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class III,2016-03-23,2016-11-23,292,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Telephone
Class II,2017-03-22,2017-05-25,78,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2019-11-20,2021-04-15,526,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2020-12-02,,,Completed,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2022-08-17,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,GERI-CARE PHARMACEUTICAL CORP, OTC DRUG,RECTAL,Letter
Class II,2017-07-12,2018-05-31,370,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2017-08-09,2019-01-14,551,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class III,2018-01-17,2019-04-10,481,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Akorn, PRESCRIPTION DRUG,ORAL,Letter
Class II,2018-10-10,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2019-12-18,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,Amneal Pharmaceuticals of New York , PRESCRIPTION DRUG,ORAL,Press Release
Class II,2020-11-18,,,Completed,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Press Release
Class II,2021-05-05,2021-06-16,831,Terminated,CGMP DEVIATION,CGMP/GMP Issues,PD-Rx Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-07-01,2021-11-08,521,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,PD-Rx Pharmaceuticals, PRESCRIPTION DRUG,ORAL,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2022-06-01,2022-09-02,121,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2023-04-12,,,Ongoing,CGMP DEVIATIONS FOR THE MANUFACTURING FIRM,CGMP/GMP Issues,Preferred Pharmaceuticals ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2016-08-31,2018-04-24,1680,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class III,2016-09-28,2017-08-07,488,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,E-Mail
Class II,2017-02-08,2021-08-26,1681,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,VistaPharm, PRESCRIPTION DRUG,ORAL,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2018-11-28,2023-09-25,1792,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Press Release
Class II,2019-03-27,2020-09-28,585,Terminated,CGMP DEVIATION,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2019-07-17,2020-02-19,250,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,nan
Class II,2023-03-15,2023-06-21,117,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2015-07-29,2018-05-09,1113,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Wockhardt USA ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2019-05-08,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2020-01-22,2020-08-31,230,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,INTRAMUSCULAR,Letter
Class II,2021-02-24,2022-12-02,679,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Ascend Laboratories, PRESCRIPTION DRUG,ORAL,E-Mail
Class II,2022-03-30,2023-08-23,531,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Other
Class II,2023-03-15,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2014-03-12,2014-10-08,257,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Teva Pharmaceuticals USA, PRESCRIPTION DRUG,ORAL,Letter
Class II,2014-11-26,2014-11-24,129,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class III,2015-10-21,2016-02-19,147,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,West-Ward Pharmaceuticals Corp., PRESCRIPTION DRUG,ORAL,nan
Class III,2018-02-21,2020-05-19,832,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2018-09-05,2019-10-30,435,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Baxter Healthcare Corporation, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2019-10-23,2020-11-10,425,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2023-04-12,2023-12-04,292,Terminated,CGMP,CGMP/GMP Issues,Wilshire Pharmaceuticals, PRESCRIPTION DRUG,INTRAMUSCULAR,Letter
Class II,2013-08-21,2014-01-07,273,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,E-Mail
Class II,2016-05-18,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2016-09-14,2017-02-07,235,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2016-10-05,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2018-08-22,2018-10-12,63,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2019-02-06,,,Completed,CGMP DEVIATIONS,CGMP/GMP Issues,Solco Healthcare US, PRESCRIPTION DRUG,ORAL,Letter
Class II,2019-08-14,2023-06-13,1432,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,nan
Class III,2019-10-16,2020-05-19,256,Terminated,GMP DEVIATION,CGMP/GMP Issues,Actavis Pharma, PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-04-15,2021-03-08,347,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class III,2016-06-29,2016-07-26,69,Terminated,CGMP DEVIATION,CGMP/GMP Issues,nan,nan,nan,Telephone
Class III,2017-09-13,2018-03-28,330,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,E-Mail
Class II,2022-02-16,,,Completed,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2023-07-19,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,Wal-Mart Stores, OTC DRUG,OPHTHALMIC,E-Mail
Class II,2023-11-29,,,Ongoing,CGMP DEVIATION,CGMP/GMP Issues,nan,nan,nan,E-Mail
Class III,2015-07-22,2017-03-13,647,Terminated,CGMP DEVIATION,CGMP/GMP Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2017-01-04,2020-01-08,1146,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2019-05-29,2020-11-16,563,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Press Release
Class II,2019-11-06,2020-10-21,370,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2020-01-29,2021-05-19,498,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2021-07-07,2023-03-08,666,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Press Release
Class II,2018-01-31,2020-05-26,868,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,MARKSANS PHARMA LIMITED, PRESCRIPTION DRUG,ORAL,Letter
Class II,2018-08-01,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,Solco Healthcare US, PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-09-30,,,Ongoing,GMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Telephone
Class II,2023-08-30,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,Aurobindo Pharma Limited, PRESCRIPTION DRUG,ORAL,Letter
Class II,2017-11-22,2018-05-11,198,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Telephone
Class II,2019-03-20,2019-05-01,133,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Telephone
Class II,2022-08-24,,,Completed,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2023-04-12,2023-10-24,211,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Preferred Pharmaceuticals ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2014-08-27,2016-05-24,650,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Fresenius Kabi USA, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2020-01-15,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Press Release
Class II,2020-02-12,2023-12-05,1421,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2020-03-25,2023-02-03,1065,Terminated,CGMP DEVIATION,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2020-07-01,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Press Release
Class II,2022-03-09,2023-10-16,607,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Macleods Pharmaceuticals Limited, PRESCRIPTION DRUG,ORAL,Letter
Class II,2022-09-21,2023-06-27,299,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2018-01-24,2021-06-24,1288,Terminated,GMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2018-07-18,2019-04-03,274,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2018-10-17,2020-11-06,772,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2018-11-07,2019-04-18,191,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Press Release
Class II,2020-03-25,2020-10-19,269,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2021-02-10,2023-09-07,972,Terminated,CGMP DEVIATIONS.,CGMP/GMP Issues,Taro Pharmaceuticals U.S.A., PRESCRIPTION DRUG,ORAL,Letter
Class II,2021-05-05,2022-12-02,596,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2022-02-23,2022-10-25,252,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2022-05-04,2023-05-25,405,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Actavis Pharma, PRESCRIPTION DRUG,TOPICAL,nan
Class II,2016-01-06,2017-03-08,607,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,E-Mail
Class II,2017-06-21,2019-05-02,714,Terminated,GMP DEVIATION,CGMP/GMP Issues,Hospira, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2019-10-16,2023-07-14,1390,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Sandoz , PRESCRIPTION DRUG,ORAL,Press Release
Class II,2021-06-02,,,Completed,CGMP DEVIATIONS,CGMP/GMP Issues,ViiV Healthcare Company, PRESCRIPTION DRUG,ORAL,Letter
Class II,2022-01-26,2023-08-15,582,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2018-05-23,2019-06-20,422,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2018-06-20,2019-08-13,445,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Press Release
Class II,2020-07-08,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2020-07-22,2021-01-08,182,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Akebia Therapeutics, PRESCRIPTION DRUG,ORAL,Letter
Class II,2023-07-19,,,Ongoing,CGMP DEVIATION,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2023-07-26,2023-12-04,147,Terminated,CGMP VIOLATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2014-08-13,2015-03-09,256,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2019-02-06,2020-04-08,455,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2020-08-19,2021-09-10,402,Terminated,CGMP DEVIATIONS.,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2023-03-15,2023-12-06,287,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2023-04-26,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2020-09-09,2022-02-08,553,Terminated,CGMP DEVIATION,CGMP/GMP Issues,nan,nan,nan,Press Release
Class II,2020-09-23,2023-11-08,1170,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,E-Mail
Class II,2021-12-22,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,McKesson Corporation, PRESCRIPTION DRUG,TOPICAL,Press Release
Class II,2022-03-30,,,Completed,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2022-05-11,2023-07-25,470,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Torrent Pharmaceuticals Limited, PRESCRIPTION DRUG,ORAL,Letter
Class II,2022-06-08,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,E-Mail
Class II,2023-01-25,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2023-02-15,,,Completed,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2016-12-07,2018-05-17,566,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2019-07-03,2020-09-30,506,Terminated,GMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2019-06-19,2020-10-06,504,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2019-08-14,2021-10-26,826,Terminated,GMP DEVIATIONS,CGMP/GMP Issues,Glenmark Pharmaceuticals ., PRESCRIPTION DRUG,TOPICAL,Letter
Class II,2020-09-23,2022-05-27,673,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2013-06-12,2016-09-30,1339,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2017-09-27,2018-12-04,446,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2020-10-14,2020-12-07,327,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2022-03-02,2023-06-22,527,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Telephone
Class II,2017-04-19,2019-06-18,806,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2020-01-29,2023-12-14,1437,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Telephone
Class II,2022-06-01,2022-09-21,141,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2022-09-14,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2017-07-12,2020-07-20,1138,Terminated,GMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Press Release
Class II,2018-08-08,2021-04-22,1000,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Bryant Ranch Prepack, PRESCRIPTION DRUG,ORAL,Letter
Class II,2019-12-04,2021-10-27,713,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2012-07-11,2013-12-03,666,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2016-10-19,2018-02-05,556,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2017-12-06,2019-08-09,619,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,E-Mail
Class II,2018-08-08,2018-10-17,92,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2018-09-05,2020-05-07,632,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,AvPAK, PRESCRIPTION DRUG,ORAL,Letter
Class II,2023-06-07,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2019-01-16,,,Completed,GMP DEVIATIONS,CGMP/GMP Issues,Allergan, PRESCRIPTION DRUG,INTRAVITREAL,Letter
Class II,2020-02-12,2020-12-10,318,Terminated,GMP DEVIATIONS,CGMP/GMP Issues,Actavis Pharma, PRESCRIPTION DRUG,ORAL,Letter
Class II,2020-12-23,2022-08-16,610,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Cipla USA ., PRESCRIPTION DRUG,"INTRAVENOUS', 'SUBCUTANEOUS","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2021-09-29,2021-10-22,38,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2022-03-09,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2023-01-25,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,Akorn, PRESCRIPTION DRUG,OPHTHALMIC,Letter
Class III,2012-11-21,2014-03-25,543,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Telephone
Class II,2015-08-26,2017-04-12,623,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2018-03-14,2020-09-15,939,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Telephone
Class II,2018-06-20,2023-04-07,1796,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,SDA Laboratories, OTC DRUG,ORAL,Letter
Class II,2019-07-31,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2019-07-17,2023-02-19,1501,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,nan
Class II,2019-07-31,2023-04-24,1376,Terminated,CGMPS DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,E-Mail
Class II,2020-07-01,2021-12-23,560,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Lupin Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Press Release
Class II,2020-11-11,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,Nostrum Laboratories ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2015-06-24,2018-06-05,1120,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class III,2016-06-08,2017-08-14,521,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,E-Mail
Class II,2022-05-04,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,Glenmark Pharmaceuticals ., PRESCRIPTION DRUG,ORAL,Letter
Class II,2022-11-02,,,Ongoing,CHEMICAL CONTAMINATION AND CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,E-Mail
Class II,2023-11-15,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,Medline Industries, OTC DRUG,TOPICAL,Letter
Class II,2018-08-15,2018-12-10,139,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2018-09-26,2022-09-16,1477,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2019-03-27,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,Camber Pharmaceuticals, PRESCRIPTION DRUG,ORAL,Press Release
Class II,2019-12-04,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Press Release
Class II,2021-02-03,2023-09-29,1010,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Press Release
Class II,2021-09-15,2023-09-29,1122,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2022-12-28,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2023-03-08,,,Completed,CGMP DEVIATIONS,CGMP/GMP Issues,Nephron Pharmaceuticals Corporation, PRESCRIPTION DRUG,"INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS",Letter
Class II,2018-10-17,2019-02-21,175,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2019-04-10,2023-09-29,1673,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2022-06-22,,,Completed,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2023-06-14,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,Sun Pharmaceutical Industries, PRESCRIPTION DRUG,SUBLINGUAL,Letter
Class III,2017-01-04,2018-08-21,617,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2019-11-13,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,"[""Dr. Reddys Laboratories Limited""]", OTC DRUG,ORAL,Letter
Class III,2020-07-15,2021-02-11,233,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2020-10-07,2021-11-03,406,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Press Release
Class III,2016-06-15,2016-10-14,135,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,FAX
Class II,2019-03-27,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2021-11-24,2023-06-26,633,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Bayer Healthcare ., OTC DRUG,TOPICAL,Press Release
Class II,2022-02-09,2023-10-16,630,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,ADVANCED FIRST AID, OTC DRUG,ORAL,Letter
Class II,2014-10-22,2018-06-04,1426,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,E-Mail
Class II,2018-02-28,2019-12-02,661,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2020-11-25,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2022-03-30,2022-12-02,274,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Press Release
Class II,2022-05-04,,,Completed,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2022-05-04,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2012-06-27,2012-12-03,203,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,AbbVie ., PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2017-07-12,2018-02-19,263,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,Xttrium Laboratories, PRESCRIPTION DRUG,ORAL,Telephone
Class II,2019-10-16,2021-03-23,547,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
Class II,2020-01-15,2020-04-24,108,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Press Release
Class II,2020-10-14,2021-11-05,414,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit"
Class II,2022-08-24,,,Completed,CGMP DEVIATIONS,CGMP/GMP Issues,Nephron SC ., PRESCRIPTION DRUG,INTRAMUSCULAR,Letter
Class II,2023-03-08,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,Accord Healthcare, PRESCRIPTION DRUG,ORAL,Letter
Class II,2023-10-25,,,Ongoing,CGMP DEVIATIONS,CGMP/GMP Issues,Baxter Healthcare Corporation, PRESCRIPTION DRUG,INTRAVENOUS,Letter
Class II,2013-11-13,2015-07-23,678,Terminated,CGMP DEVIATIONS,CGMP/GMP Issues,nan,nan,nan,Letter
